,token,valid,no_at_fault_collisions_stage_one,drivable_area_compliance_stage_one,driving_direction_compliance_stage_one,traffic_light_compliance_stage_one,ego_progress_stage_one,time_to_collision_within_bound_stage_one,lane_keeping_stage_one,history_comfort_stage_one,two_frame_extended_comfort_stage_one,no_at_fault_collisions_stage_two,drivable_area_compliance_stage_two,driving_direction_compliance_stage_two,traffic_light_compliance_stage_two,ego_progress_stage_two,time_to_collision_within_bound_stage_two,lane_keeping_stage_two,history_comfort_stage_two,two_frame_extended_comfort_stage_two,score
0,4a919f7ea2f65200,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.0
1,d715fbc6ea0551f8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.875
2,5421fa2f2e2b4cb13,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.904886332378576,1.0,0.0,1.0,0.0,0.720276978868305
3,5634addd2134d1453,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9732401418159037,1.0,0.0,1.0,0.0,0.7416375443174699
4,13aeb83dad95704fa,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6339502040558983,1.0,0.0,1.0,0.0,0.6356094387674682
5,7d4dd35efebf5aa8f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6459085165321996,1.0,0.0,1.0,0.0,0.6393464114163123
6,46ccc7e9752595671,True,,,,,,,,,,1.0,0.0,1.0,1.0,0.9405633837598288,1.0,0.0,1.0,0.0,0.0
7,b7f53c6ea01b7cbc9,True,,,,,,,,,,1.0,0.0,1.0,1.0,0.9832815914660382,1.0,0.0,1.0,0.0,0.0
8,c864abb5afff1f7f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.339928411464062,1.0,0.0,1.0,1.0,0.6687276285825194
9,6b912a3796564dd7e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.2725275513967278,1.0,0.0,1.0,1.0,0.6476648598114774
10,6b5b128424d5357b0,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8786917276537397,1.0,0.0,1.0,0.0,0.7120911648917936
11,3b9a4be29bdd2c8ae,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.043424259016256614,1.0,0.0,1.0,0.0,0.45107008094258016
12,7be779b9f100e6373,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,e2ea1000f4e2d0904,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5410908687391948,1.0,1.0,1.0,1.0,0.8565908964809984
14,0e55c21e09e86d8ba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5694107931529931,1.0,1.0,1.0,1.0,0.8654408728603104
15,0a8cbe192f3d3dfba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5399811560830918,1.0,1.0,1.0,1.0,0.8562441112759662
16,778f661244251a842,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,18dbdfb5b9fe301f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,530edf0e35aa025b6,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
19,3dd919c5a93fd6754,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7934363192567552,1.0,1.0,1.0,0.0,0.810448849767736
20,ea1bac206caf8d18e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.2002496861896952,1.0,1.0,1.0,0.0,0.6250780269342797
21,3b8808368bea4771a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.3628456510538602,1.0,1.0,1.0,0.0,0.6758892659543313
22,b4750fa326ea1085b,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
23,bba03402f6222135f,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
24,extended_pdm_score_stage_one,True,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.4375
25,extended_pdm_score_stage_two,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8942455545152357,1.0,1.0,1.0,3.957244947043996e-07,0.8419517852515731
26,extended_pdm_score_combined,True,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8942455545152357,1.0,1.0,1.0,3.957244947043996e-07,0.35390044997559417
