,token,valid,no_at_fault_collisions_stage_one,drivable_area_compliance_stage_one,driving_direction_compliance_stage_one,traffic_light_compliance_stage_one,ego_progress_stage_one,time_to_collision_within_bound_stage_one,lane_keeping_stage_one,history_comfort_stage_one,two_frame_extended_comfort_stage_one,no_at_fault_collisions_stage_two,drivable_area_compliance_stage_two,driving_direction_compliance_stage_two,traffic_light_compliance_stage_two,ego_progress_stage_two,time_to_collision_within_bound_stage_two,lane_keeping_stage_two,history_comfort_stage_two,two_frame_extended_comfort_stage_two,score
0,4a919f7ea2f65200,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.0
1,d715fbc6ea0551f8,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.0
2,e1f6c044f4235462,True,1.0,1.0,1.0,1.0,0.7051400894457336,1.0,1.0,1.0,1.0,,,,,,,,,,0.9078562779517918
3,197f2dea642850e7,True,1.0,1.0,1.0,1.0,0.4712478437636583,1.0,1.0,1.0,1.0,,,,,,,,,,0.8347649511761432
4,5421fa2f2e2b4cb13,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7291489793236035,1.0,0.0,1.0,0.0,0.6653590560386261
5,5634addd2134d1453,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75
6,13aeb83dad95704fa,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.757111858568314,1.0,0.0,1.0,1.0,0.7990974558025981
7,7d4dd35efebf5aa8f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6278136309329063,1.0,0.0,1.0,1.0,0.7586917596665332
8,46ccc7e9752595671,True,,,,,,,,,,1.0,0.0,1.0,1.0,0.9923301131348059,1.0,0.0,1.0,0.0,0.0
9,b7f53c6ea01b7cbc9,True,,,,,,,,,,1.0,0.0,1.0,1.0,0.9395638079206834,1.0,0.0,1.0,0.0,0.0
10,c864abb5afff1f7f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.36863509480177703,1.0,0.0,1.0,1.0,0.6776984671255553
11,6b912a3796564dd7e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.21867061815895505,1.0,0.0,1.0,1.0,0.6308345681746734
12,6b5b128424d5357b0,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7274647740469192,1.0,0.0,1.0,0.0,0.6648327418896622
13,3b9a4be29bdd2c8ae,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.04363320882072516,1.0,0.0,1.0,0.0,0.4511353777564766
14,7be779b9f100e6373,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
15,e2ea1000f4e2d0904,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7204673253520024,1.0,1.0,1.0,0.0,0.7876460391725008
16,0e55c21e09e86d8ba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.42465670612899675,1.0,1.0,1.0,0.0,0.6952052206653114
17,0a8cbe192f3d3dfba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9856529825403108,0.0,1.0,1.0,0.0,0.5580165570438471
18,778f661244251a842,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
19,18dbdfb5b9fe301f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
20,530edf0e35aa025b6,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,3dd919c5a93fd6754,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8583680272393254,1.0,1.0,1.0,1.0,0.9557400085122891
22,ea1bac206caf8d18e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.2026374154423463,1.0,1.0,1.0,0.0,0.6258241923257333
23,3b8808368bea4771a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.38177175667465635,1.0,1.0,1.0,0.0,0.6818036739608301
24,b4750fa326ea1085b,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
25,bba03402f6222135f,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
26,e3be3af3b3213f65e,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
27,db81ab220d6667266,True,,,,,,,,,,0.0,1.0,1.0,1.0,0.5468834451433102,0.0,0.0,1.0,0.0,0.0
28,86cf77209e00173f3,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5370128487100151,1.0,0.0,1.0,1.0,0.7303165152218797
29,1e33e12832b3a171e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7301535961759836,1.0,0.0,1.0,1.0,0.7906729988049949
30,7a574ea5511afe40d,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9138431020921451,1.0,0.0,1.0,1.0,0.8480759694037954
31,2fb3e2d50e23c577b,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.9490723619135625,1.0,0.0,1.0,1.0,0.8590851130979883
32,7e1f129d7bf7e7065,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.45071784604427295,1.0,1.0,1.0,1.0,0.8283493268888353
33,bbc7311ff7a7c3e18,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.38990229303574797,1.0,1.0,1.0,1.0,0.8093444665736712
34,50da2cb15a6c805e6,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4375
35,594f782a45aefdedc,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,81742324c5b46cc6f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.02240849133303215,1.0,0.0,1.0,1.0,0.5695026535415726
37,0eea2180fbf7c0949,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.031563247976762784,1.0,0.0,1.0,1.0,0.5723635149927384
38,ceb646b2fba95ebf9,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6516815067765621,1.0,0.0,1.0,1.0,0.7661504708676756
39,d4bddc4246b475541,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6522475621792453,1.0,0.0,1.0,1.0,0.7663273631810141
40,256ffb5e85a521e98,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
41,38fd2f329eb063f83,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8725832924677548,1.0,0.0,1.0,1.0,0.8351822788961734
42,c0581b1e56946d6c1,True,,,,,,,,,,0.0,1.0,1.0,1.0,0.4601014422439058,0.0,0.0,1.0,1.0,0.0
43,4ff48fa4e19774be7,True,,,,,,,,,,0.0,1.0,1.0,1.0,0.5418280956455747,0.0,0.0,1.0,1.0,0.0
44,735bf126af1875fe2,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
45,a43ef1df0d28a30db,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
46,053755e0b8f0dd052,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5625
47,230446b36041db9de,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.875
48,extended_pdm_score_stage_one,True,1.0,0.5,1.0,1.0,0.794096983302348,1.0,1.0,1.0,0.5,,,,,,,,,,0.43565530728198376
49,extended_pdm_score_stage_two,True,,,,,,,,,,0.8138202132537619,0.9545454545454546,1.0,1.0,0.746527002526024,0.791092940525697,0.27272760087853487,1.0,0.4957148564428898,0.5808225114824566
50,extended_pdm_score_combined,True,1.0,0.5,1.0,1.0,0.794096983302348,1.0,1.0,1.0,0.5,0.8138202132537619,0.9545454545454546,1.0,1.0,0.746527002526024,0.791092940525697,0.27272760087853487,1.0,0.4957148564428898,0.2460088932296685
