,token,valid,no_at_fault_collisions_stage_one,drivable_area_compliance_stage_one,driving_direction_compliance_stage_one,traffic_light_compliance_stage_one,ego_progress_stage_one,time_to_collision_within_bound_stage_one,lane_keeping_stage_one,history_comfort_stage_one,two_frame_extended_comfort_stage_one,no_at_fault_collisions_stage_two,drivable_area_compliance_stage_two,driving_direction_compliance_stage_two,traffic_light_compliance_stage_two,ego_progress_stage_two,time_to_collision_within_bound_stage_two,lane_keeping_stage_two,history_comfort_stage_two,two_frame_extended_comfort_stage_two,score
0,4a919f7ea2f65200,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.0
1,d715fbc6ea0551f8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.875
2,5421fa2f2e2b4cb13,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6631072531723211,1.0,0.0,1.0,0.0,0.6447210166163504
3,5634addd2134d1453,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7164269573475981,1.0,0.0,1.0,0.0,0.6613834241711244
4,13aeb83dad95704fa,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.650394884691706,1.0,0.0,1.0,0.0,0.6407484014661582
5,7d4dd35efebf5aa8f,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.6923183337861621,1.0,0.0,1.0,0.0,0.6538494793081757
6,46ccc7e9752595671,True,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,b7f53c6ea01b7cbc9,True,,,,,,,,,,1.0,0.0,1.0,1.0,0.8645115314150462,1.0,0.0,1.0,0.0,0.0
8,c864abb5afff1f7f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7785717842284129,1.0,0.0,1.0,0.0,0.680803682571379
9,6b912a3796564dd7e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.22027788495842418,1.0,0.0,1.0,0.0,0.5063368390495075
10,6b5b128424d5357b0,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.4890303791855914,1.0,0.0,1.0,1.0,0.7153219934954973
11,3b9a4be29bdd2c8ae,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.04363320882072516,1.0,0.0,1.0,1.0,0.5761353777564766
12,7be779b9f100e6373,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,e2ea1000f4e2d0904,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.5392972479342425,1.0,1.0,1.0,1.0,0.8560303899794508
14,0e55c21e09e86d8ba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.4831539456803948,1.0,1.0,1.0,0.0,0.7134856080251234
15,0a8cbe192f3d3dfba,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7475922382875424,1.0,1.0,1.0,0.0,0.796122574464857
16,778f661244251a842,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
17,18dbdfb5b9fe301f4,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
18,530edf0e35aa025b6,True,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,3dd919c5a93fd6754,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.7706632794602525,1.0,1.0,1.0,1.0,0.928332274831329
20,ea1bac206caf8d18e,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.19656159636506823,1.0,1.0,1.0,0.0,0.6239254988640839
21,3b8808368bea4771a,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.39964412489970447,1.0,1.0,1.0,0.0,0.6873887890311576
22,b4750fa326ea1085b,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
23,bba03402f6222135f,True,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
24,extended_pdm_score_stage_one,True,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,0.4375
25,extended_pdm_score_stage_two,True,,,,,,,,,,1.0,1.0,1.0,1.0,0.8851942087963685,1.0,1.0,1.0,0.9995869640964519,0.9640715607609217
26,extended_pdm_score_combined,True,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8851942087963685,1.0,1.0,1.0,0.9995869640964519,0.4060692049835277
